EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,Cluster,Cluster_Label,dim_1,dim_2
761,44,,Travel_Rarely,170,Research & Development,1,4,Life Sciences,1,2,Male,78,4,2,Healthcare Representative,1,Married,5033,9364,2,Y,No,15,3,4,80,1,10,5,3,2,0,2,2,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,0,,3.9403325674444094,-1.8709878654799554
762,38,0.0,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9,Sedang (5000-10000),1-2 Tahun,30-39,11-20 km,2,Risiko Rendah,0.8549788397171169,-0.5051055913961994
763,30,0.0,Travel_Rarely,1427,Research & Development,2,1,Medical,1,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,0,Y,No,13,3,4,80,0,6,3,3,5,3,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,-0.6817392163779447,-0.5626266675286556
764,39,1.0,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,Y,No,11,3,4,80,3,21,4,3,18,7,11,5,Tinggi (10000-15000),> 5 Tahun,30-39,0-5 km,2,Risiko Rendah,1.3252295308569255,-0.4691958464134995
765,35,,Travel_Frequently,146,Research & Development,2,4,Medical,1,1,Male,79,2,1,Research Scientist,4,Single,4930,13970,0,Y,Yes,14,3,3,80,0,6,2,4,5,4,1,4,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,-0.9448208897768867,-0.4494706388748323
766,35,,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,1,4,Female,91,2,3,Healthcare Representative,2,Single,8606,21195,1,Y,No,19,3,4,80,0,11,3,1,11,8,3,3,Sedang (5000-10000),3-5 Tahun,30-39,11-20 km,2,Risiko Rendah,0.7539673018034851,0.5328436888060102
767,34,0.0,Non-Travel,697,Research & Development,3,4,Life Sciences,1,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,2,Risiko Rendah,0.5682191267398878,-2.1660369994839375
768,40,,Travel_Rarely,750,Research & Development,12,3,Life Sciences,1,2,Female,47,3,2,Healthcare Representative,1,Divorced,4448,10748,2,Y,No,12,3,2,80,1,15,3,3,7,4,7,7,Rendah (< 5000),> 5 Tahun,40-49,11-20 km,2,Risiko Rendah,1.2652880746188444,1.2283825400183792
769,45,,Travel_Rarely,1329,Research & Development,2,2,Other,1,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,Y,No,19,3,1,80,2,10,3,3,10,7,3,9,Sedang (5000-10000),3-5 Tahun,40-49,0-5 km,2,Risiko Rendah,1.143271004824075,0.14947875831924579
770,48,,Travel_Rarely,492,Sales,16,4,Life Sciences,1,3,Female,96,3,2,Sales Executive,3,Divorced,6439,13693,8,Y,No,14,3,3,80,1,18,2,3,8,7,7,7,Sedang (5000-10000),> 5 Tahun,40-49,11-20 km,2,Risiko Rendah,0.6055472568562021,-0.25070404218895903
771,41,0.0,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,1,3,Male,36,3,2,Research Scientist,1,Divorced,3072,19877,2,Y,No,16,3,1,80,2,17,2,2,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,11-20 km,2,Risiko Rendah,0.808421826647144,1.270472046893132
772,36,,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,1,Male,77,3,1,Laboratory Technician,2,Single,2013,10950,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,2,Risiko Rendah,-0.10005950126897255,1.0828833620066967
773,42,,Travel_Rarely,300,Research & Development,2,3,Life Sciences,1,1,Male,56,3,5,Manager,3,Married,18880,17312,5,Y,No,11,3,1,80,0,24,2,2,22,6,4,14,Sangat Tinggi (>15000),3-5 Tahun,40-49,0-5 km,2,Risiko Rendah,2.116737433145579,1.473812184907506
774,26,1.0,Travel_Rarely,471,Research & Development,24,3,Technical Degree,1,3,Male,66,1,1,Laboratory Technician,4,Single,2340,23213,1,Y,Yes,18,3,2,80,0,1,3,1,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,21-30 km,0,,1.965475327814386,-2.261284576600655
775,28,,Travel_Rarely,580,Research & Development,27,3,Medical,1,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877,20460,0,Y,No,21,4,2,80,1,6,5,2,5,3,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,21-30 km,2,Risiko Rendah,1.3564726386521833,1.996661428132196
776,42,0.0,Travel_Frequently,1271,Research & Development,2,1,Medical,1,2,Male,35,3,1,Research Scientist,4,Single,2515,9068,5,Y,Yes,14,3,4,80,0,8,2,3,2,1,2,2,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,-1,Risiko Tinggi,,
777,41,0.0,Travel_Rarely,314,Human Resources,1,3,Human Resources,1,4,Male,59,2,5,Manager,3,Married,19189,19562,1,Y,No,12,3,2,80,1,22,3,3,22,7,2,10,Sangat Tinggi (>15000),1-2 Tahun,40-49,0-5 km,2,Risiko Rendah,1.7950059764684907,1.158439487413688
778,30,0.0,Travel_Rarely,1358,Sales,16,1,Life Sciences,1,4,Male,96,3,2,Sales Executive,3,Married,5301,2939,8,Y,No,15,3,3,80,2,4,2,2,2,1,2,2,Sedang (5000-10000),1-2 Tahun,30-39,11-20 km,0,,3.064296684012232,-2.65154723310531
779,30,0.0,Non-Travel,111,Research & Development,9,3,Medical,1,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,Y,No,11,3,3,80,2,12,4,3,12,9,6,10,Rendah (< 5000),> 5 Tahun,30-39,6-10 km,2,Risiko Rendah,1.049434312857726,1.1053588007323574
780,19,1.0,Travel_Rarely,419,Sales,21,3,Other,1,4,Male,37,2,1,Sales Representative,2,Single,2121,9947,1,Y,Yes,13,3,2,80,0,1,3,4,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,21-30 km,0,,1.1109313975970068,-3.3303062876317986
781,33,,Travel_Rarely,575,Research & Development,25,3,Life Sciences,1,4,Male,44,2,2,Manufacturing Director,2,Single,4320,24152,1,Y,No,13,3,4,80,0,5,2,3,5,3,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,21-30 km,2,Risiko Rendah,0.5549168808218486,-1.315756468716161
782,27,0.0,Travel_Rarely,618,Research & Development,4,3,Life Sciences,1,2,Female,76,3,1,Research Scientist,3,Single,2318,17808,1,Y,No,19,3,3,80,0,1,2,3,1,1,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,,1.9935507503878866,-2.2523311802990795
783,38,0.0,Travel_Rarely,119,Sales,3,3,Life Sciences,1,1,Male,76,3,3,Sales Executive,3,Divorced,10609,9647,0,Y,No,12,3,3,80,2,17,6,2,16,10,5,13,Tinggi (10000-15000),3-5 Tahun,30-39,0-5 km,2,Risiko Rendah,0.8902461597838817,-0.5543324731842187
784,36,0.0,Non-Travel,1229,Sales,8,4,Technical Degree,1,1,Male,84,3,2,Sales Executive,4,Divorced,5079,25952,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,2,Risiko Rendah,0.6574089074179295,-0.39299215297909657
785,38,,Travel_Rarely,1153,Research & Development,6,2,Other,1,4,Female,40,2,1,Laboratory Technician,3,Married,3702,16376,1,Y,No,11,3,2,80,1,5,3,3,5,4,0,4,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,2,Risiko Rendah,-0.3789401265465064,-0.04190231004380615
786,32,1.0,Travel_Rarely,1033,Research & Development,9,3,Medical,1,1,Female,41,3,1,Laboratory Technician,1,Single,4200,10224,7,Y,No,22,4,1,80,0,10,2,4,5,4,0,4,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,2,Risiko Rendah,0.3483969737337666,1.7457342446884518
787,39,0.0,Travel_Rarely,1329,Sales,4,4,Life Sciences,1,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,Y,No,14,3,3,80,1,17,1,4,15,11,5,9,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,2,Risiko Rendah,0.35645313370866255,-1.1816738102507227
788,33,1.0,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,1,Male,70,3,1,Research Scientist,1,Single,3348,3164,1,Y,Yes,11,3,1,80,0,10,3,3,10,8,9,7,Rendah (< 5000),> 5 Tahun,30-39,0-5 km,2,Risiko Rendah,-1.1378011989052175,2.0817277733040864
789,46,0.0,Travel_Rarely,1485,Research & Development,18,3,Medical,1,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,Y,No,14,3,3,80,1,19,5,2,10,7,0,8,Rendah (< 5000),Baru Dipromosikan,40-49,11-20 km,2,Risiko Rendah,0.19398313584106716,0.17917812910834133
790,46,0.0,Travel_Rarely,1125,Sales,10,3,Marketing,1,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,Y,Yes,19,3,3,80,1,15,3,3,3,2,1,2,Sedang (5000-10000),1-2 Tahun,40-49,6-10 km,2,Risiko Rendah,0.3743367948265659,-2.966942695976312
791,41,0.0,Travel_Rarely,263,Research & Development,6,3,Medical,1,4,Male,59,3,1,Laboratory Technician,1,Single,4721,3119,2,Y,Yes,13,3,3,80,0,20,3,3,18,13,2,17,Rendah (< 5000),1-2 Tahun,40-49,6-10 km,2,Risiko Rendah,-1.1611083488511695,-0.38496695800897707
792,21,,Travel_Rarely,501,Sales,5,1,Medical,1,3,Male,58,3,1,Sales Representative,1,Single,2380,25479,1,Y,Yes,11,3,4,80,0,2,6,3,2,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,-1,Risiko Tinggi,,
793,39,0.0,Travel_Rarely,141,Human Resources,3,3,Human Resources,1,3,Female,44,4,2,Human Resources,2,Married,6389,18767,9,Y,No,15,3,3,80,1,12,3,1,8,3,3,6,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,2,Risiko Rendah,0.9672858965614616,0.49148881588228155
794,44,,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,1,Male,37,3,2,Human Resources,4,Married,5743,10503,4,Y,Yes,11,3,3,80,0,14,3,3,10,7,0,2,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,2,Risiko Rendah,-1.2216429156684168,-1.3520815917635103
795,34,1.0,Non-Travel,1362,Sales,19,3,Marketing,1,1,Male,67,4,2,Sales Executive,4,Single,5304,4652,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,2,Risiko Rendah,1.019351709993182,0.9556539606412358
796,34,0.0,Travel_Rarely,419,Research & Development,7,4,Life Sciences,1,1,Female,53,3,3,Research Director,2,Single,11994,21293,0,Y,No,11,3,3,80,0,13,4,3,12,6,2,11,Tinggi (10000-15000),1-2 Tahun,30-39,6-10 km,2,Risiko Rendah,1.294434943874389,0.018393222075508867
797,39,,Travel_Rarely,119,Sales,15,4,Marketing,1,2,Male,77,3,4,Sales Executive,1,Single,13341,25098,0,Y,No,12,3,1,80,0,21,3,3,20,8,11,10,Tinggi (10000-15000),> 5 Tahun,30-39,11-20 km,2,Risiko Rendah,1.7664216470370417,0.4623520755648377
798,29,0.0,Travel_Rarely,144,Sales,10,1,Marketing,1,4,Female,39,2,2,Sales Executive,2,Divorced,8268,11866,1,Y,Yes,14,3,1,80,2,7,2,3,7,7,1,7,Sedang (5000-10000),1-2 Tahun,< 30,6-10 km,2,Risiko Rendah,-0.9591354190232172,-0.4674685323382491
799,37,0.0,Travel_Rarely,290,Research & Development,21,3,Life Sciences,1,2,Male,65,4,1,Research Scientist,1,Married,3564,22977,1,Y,Yes,12,3,1,80,1,8,3,2,8,7,1,7,Rendah (< 5000),1-2 Tahun,30-39,21-30 km,-1,Risiko Tinggi,,
800,35,0.0,Travel_Rarely,1229,Research & Development,8,1,Life Sciences,1,4,Male,36,4,1,Laboratory Technician,4,Married,2269,4892,1,Y,No,19,3,4,80,0,1,2,3,1,0,0,1,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,,1.363810937983729,-3.760472506199958
801,46,0.0,Travel_Rarely,644,Research & Development,1,4,Medical,1,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396,12368,7,Y,No,16,3,3,80,1,17,3,3,4,2,0,3,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,2,Risiko Rendah,1.945847833503448,-0.710700683631945
802,47,1.0,Travel_Frequently,719,Sales,27,2,Life Sciences,1,2,Female,77,4,2,Sales Executive,3,Single,6397,10339,4,Y,Yes,12,3,4,80,0,8,2,3,5,4,1,3,Sedang (5000-10000),1-2 Tahun,40-49,21-30 km,2,Risiko Rendah,-1.137834359629511,-1.6088781806896624
803,30,0.0,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,1,2,Male,75,2,1,Research Scientist,4,Divorced,3761,2373,9,Y,No,12,3,2,80,1,10,3,2,5,4,0,3,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,2,Risiko Rendah,-0.3740040116631515,0.42153176821151406
804,29,0.0,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7,Rendah (< 5000),1-2 Tahun,< 30,21-30 km,2,Risiko Rendah,-0.20303039353460967,1.0213393211853208
805,50,0.0,Travel_Rarely,1207,Research & Development,28,1,Medical,1,4,Male,74,4,1,Laboratory Technician,3,Married,3221,3297,1,Y,Yes,11,3,3,80,3,20,3,3,20,8,3,8,Rendah (< 5000),3-5 Tahun,50+,21-30 km,-1,Risiko Tinggi,,
806,34,0.0,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3,Sedang (5000-10000),1-2 Tahun,30-39,6-10 km,2,Risiko Rendah,0.9478286105189009,1.1322943431598163
807,31,1.0,Travel_Rarely,330,Research & Development,22,4,Medical,1,4,Male,98,3,2,Manufacturing Director,3,Married,6179,21057,1,Y,Yes,15,3,4,80,2,10,3,2,10,2,6,7,Sedang (5000-10000),> 5 Tahun,30-39,21-30 km,2,Risiko Rendah,0.5545649331022229,-0.02294566654873311
808,48,0.0,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,1,Male,97,2,2,Healthcare Representative,3,Single,4240,13119,2,Y,No,13,3,4,80,0,19,0,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,40-49,6-10 km,0,,3.533736816321796,-2.16440584126375
809,31,,Travel_Frequently,715,Sales,2,4,Other,1,4,Male,54,3,2,Sales Executive,1,Single,5332,21602,7,Y,No,13,3,4,80,0,10,3,3,5,2,0,3,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,2,Risiko Rendah,0.8156411179047754,-0.7333562868150189
810,49,,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,3,Male,36,3,4,Manager,3,Single,15379,22384,4,Y,No,14,3,1,80,0,23,2,3,8,7,0,0,Sangat Tinggi (>15000),Baru Dipromosikan,40-49,0-5 km,2,Risiko Rendah,2.0675825449517578,0.03714262135180198
811,43,0.0,Travel_Rarely,1473,Research & Development,8,4,Other,1,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,2227,4,Y,Yes,14,3,4,80,0,8,3,3,5,2,0,2,Rendah (< 5000),Baru Dipromosikan,40-49,6-10 km,2,Risiko Rendah,-0.9533569082932101,-1.8655336752542775
812,34,0.0,Travel_Rarely,258,Sales,21,4,Life Sciences,1,4,Male,74,4,2,Sales Executive,4,Single,5337,19921,1,Y,No,12,3,4,80,0,10,3,3,10,7,5,7,Sedang (5000-10000),3-5 Tahun,30-39,21-30 km,2,Risiko Rendah,0.8960173984297664,-0.8964440830239487
813,60,0.0,Travel_Rarely,696,Sales,7,4,Marketing,1,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9,Sedang (5000-10000),1-2 Tahun,50+,6-10 km,2,Risiko Rendah,-1.0856207774823747,-1.9817583703932742
814,52,0.0,Travel_Rarely,258,Research & Development,8,4,Other,1,3,Female,54,3,1,Laboratory Technician,1,Married,2950,17363,9,Y,No,13,3,3,80,0,12,2,1,5,4,0,4,Rendah (< 5000),Baru Dipromosikan,50+,6-10 km,2,Risiko Rendah,0.02965263379486072,1.3412870218746893
815,25,0.0,Travel_Rarely,1280,Research & Development,7,1,Medical,1,4,Male,64,2,1,Research Scientist,4,Married,2889,26897,1,Y,No,11,3,3,80,2,2,2,3,2,2,2,1,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,1,Risiko Sedang,-13.620237358424008,8.11769531297042
816,46,0.0,Travel_Rarely,705,Sales,2,4,Marketing,1,2,Female,83,3,5,Manager,1,Single,18947,22822,3,Y,No,12,3,4,80,0,22,2,2,2,2,2,1,Sangat Tinggi (>15000),1-2 Tahun,40-49,0-5 km,-1,Risiko Tinggi,,
817,24,,Non-Travel,830,Sales,13,2,Life Sciences,1,4,Female,78,3,1,Sales Representative,2,Married,2033,7103,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,0,,1.8348654940965339,-2.6776189328448416
818,29,0.0,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,Y,No,15,3,1,80,3,3,5,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,2,Risiko Rendah,-0.8156253192481043,0.9667652090509207
819,41,1.0,Travel_Frequently,143,Sales,4,3,Marketing,1,1,Male,56,3,2,Sales Executive,2,Single,9355,9558,1,Y,No,18,3,3,80,0,8,5,3,8,7,7,7,Sedang (5000-10000),> 5 Tahun,40-49,0-5 km,2,Risiko Rendah,1.340440014797126,0.9811211683889103
820,45,0.0,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,1,Male,69,3,1,Research Scientist,4,Married,2654,9655,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,2,Rendah (< 5000),Baru Dipromosikan,40-49,6-10 km,1,Risiko Sedang,-13.676463585731135,8.772673178682687
821,30,0.0,Travel_Rarely,855,Sales,7,4,Marketing,1,4,Female,73,3,2,Sales Executive,1,Divorced,4779,12761,7,Y,No,14,3,2,80,2,8,3,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,2,Risiko Rendah,1.164531433364083,0.030018733373345874
822,33,0.0,Travel_Frequently,1146,Sales,25,3,Medical,1,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1,Rendah (< 5000),Baru Dipromosikan,30-39,21-30 km,2,Risiko Rendah,0.7519561864500653,1.953841729110579
823,33,0.0,Travel_Rarely,147,Human Resources,2,3,Human Resources,1,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,Y,No,13,3,4,80,1,5,2,3,5,4,1,4,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,-0.41675504999955815,-0.23567621179080936
824,42,0.0,Travel_Frequently,748,Research & Development,9,2,Medical,1,1,Female,74,3,1,Laboratory Technician,4,Single,3673,16458,1,Y,No,13,3,3,80,0,12,3,3,12,9,5,8,Rendah (< 5000),3-5 Tahun,40-49,6-10 km,2,Risiko Rendah,0.4476135243323441,1.0821592492561458
825,43,0.0,Travel_Rarely,531,Sales,4,4,Marketing,1,4,Female,56,2,3,Sales Executive,4,Single,10231,20364,3,Y,No,14,3,4,80,0,23,3,4,21,7,15,17,Tinggi (10000-15000),> 5 Tahun,40-49,0-5 km,2,Risiko Rendah,0.6148426885360975,-1.8265863374131497
826,39,0.0,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,1,Y,No,16,3,3,80,1,21,3,3,21,6,11,8,Tinggi (10000-15000),> 5 Tahun,30-39,0-5 km,2,Risiko Rendah,1.4698719933790696,0.4637292851555364
827,39,0.0,Travel_Rarely,1431,Research & Development,1,4,Medical,1,3,Female,96,3,1,Laboratory Technician,3,Divorced,2232,15417,7,Y,No,14,3,3,80,3,7,1,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,2,Risiko Rendah,-1.5238068557668552,0.330886561269117
828,35,0.0,Non-Travel,1212,Sales,8,2,Marketing,1,3,Female,78,2,3,Sales Executive,4,Married,10377,13755,4,Y,Yes,11,3,2,80,1,16,6,2,13,2,4,12,Tinggi (10000-15000),3-5 Tahun,30-39,6-10 km,2,Risiko Rendah,0.8659012582836544,0.0011674196300672447
829,40,,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1,3,Female,84,3,3,Manufacturing Director,4,Single,7945,19948,6,Y,Yes,15,3,4,80,0,18,2,2,4,2,3,3,Sedang (5000-10000),3-5 Tahun,40-49,11-20 km,2,Risiko Rendah,1.2688451374360565,-1.430111386539623
830,26,1.0,Travel_Rarely,1449,Research & Development,16,4,Medical,1,1,Male,45,3,1,Laboratory Technician,2,Divorced,2373,14180,2,Y,Yes,13,3,4,80,1,5,2,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,2,Risiko Rendah,-2.7847585758370745,0.20136526704012256
831,40,,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,1,Female,80,2,3,Manufacturing Director,3,Married,10435,25800,1,Y,No,13,3,4,80,2,18,2,3,18,15,14,12,Tinggi (10000-15000),> 5 Tahun,40-49,11-20 km,2,Risiko Rendah,1.3419894552084555,1.3771183633045112
832,51,0.0,Travel_Rarely,1178,Sales,14,2,Life Sciences,1,3,Female,87,3,2,Sales Executive,4,Married,4936,14862,4,Y,No,11,3,3,80,1,18,2,2,7,7,0,7,Rendah (< 5000),Baru Dipromosikan,50+,11-20 km,2,Risiko Rendah,0.11409607679673983,-0.4923612835242644
833,45,,Travel_Rarely,538,Research & Development,1,4,Technical Degree,1,1,Male,66,3,3,Healthcare Representative,2,Divorced,7441,20933,1,Y,No,12,3,1,80,3,10,4,3,10,8,7,7,Sedang (5000-10000),> 5 Tahun,40-49,0-5 km,2,Risiko Rendah,2.4266301888565858,1.8835236165557518
834,40,0.0,Travel_Rarely,1202,Research & Development,2,1,Medical,1,2,Female,89,4,2,Healthcare Representative,3,Divorced,6377,13888,5,Y,No,20,4,2,80,3,15,0,3,12,11,11,8,Sedang (5000-10000),> 5 Tahun,40-49,0-5 km,2,Risiko Rendah,1.2822937968192716,0.3515848884673652
835,32,0.0,Travel_Rarely,604,Sales,8,3,Medical,1,3,Male,56,4,2,Sales Executive,4,Married,6209,11693,1,Y,No,15,3,3,80,2,10,4,4,10,7,0,8,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,2,Risiko Rendah,0.5351644224189795,-0.6027879275548367
836,28,0.0,Travel_Rarely,995,Research & Development,9,3,Medical,1,3,Female,77,3,1,Research Scientist,3,Divorced,2377,9834,5,Y,No,18,3,2,80,1,6,2,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,1,Risiko Sedang,-13.240302073922937,9.29414340874021
837,31,,Travel_Frequently,1125,Sales,7,4,Marketing,1,1,Female,68,3,3,Sales Executive,1,Married,9637,8277,2,Y,No,14,3,4,80,2,9,3,3,3,2,2,2,Sedang (5000-10000),1-2 Tahun,30-39,6-10 km,2,Risiko Rendah,2.5441057030213874,-0.3944361399479405
838,58,,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,1,Male,87,3,4,Research Director,3,Married,15787,21624,2,Y,Yes,14,3,2,80,0,23,3,3,2,2,2,2,Sangat Tinggi (>15000),1-2 Tahun,50+,11-20 km,-1,Risiko Tinggi,,
839,40,0.0,Travel_Rarely,1398,Sales,2,4,Life Sciences,1,3,Female,79,3,5,Manager,3,Married,18041,13022,0,Y,No,14,3,4,80,0,21,2,3,20,15,1,12,Sangat Tinggi (>15000),1-2 Tahun,40-49,0-5 km,2,Risiko Rendah,0.6361025166552332,-1.8662060295187826
840,45,0.0,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,20308,1,Y,No,18,3,1,80,1,24,2,3,24,9,9,11,Sedang (5000-10000),> 5 Tahun,40-49,6-10 km,-1,Risiko Tinggi,,
841,44,0.0,Travel_Rarely,1315,Research & Development,3,4,Other,1,4,Male,35,3,5,Manager,4,Married,19513,9358,4,Y,Yes,12,3,1,80,1,26,2,4,2,2,0,1,Sangat Tinggi (>15000),Baru Dipromosikan,40-49,0-5 km,-1,Risiko Tinggi,,
842,50,0.0,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,1,4,Female,43,3,4,Research Director,1,Married,16880,22422,4,Y,Yes,11,3,2,80,0,25,2,3,3,2,1,2,Sangat Tinggi (>15000),1-2 Tahun,50+,21-30 km,2,Risiko Rendah,1.8219258263107192,-2.9897984391875227
843,45,0.0,Non-Travel,248,Research & Development,23,2,Life Sciences,1,4,Male,42,3,2,Laboratory Technician,1,Married,3633,14039,1,Y,Yes,15,3,3,80,1,9,2,3,9,8,0,8,Rendah (< 5000),Baru Dipromosikan,40-49,21-30 km,2,Risiko Rendah,-0.9738029986034259,-0.47045176854697285
844,35,0.0,Travel_Frequently,853,Sales,18,5,Life Sciences,1,2,Male,71,3,3,Sales Executive,1,Married,9069,11031,1,Y,No,22,4,4,80,1,9,3,2,9,8,1,8,Sedang (5000-10000),1-2 Tahun,30-39,11-20 km,2,Risiko Rendah,0.9484855529552719,1.2042673735701155
845,48,0.0,Travel_Rarely,855,Research & Development,4,3,Life Sciences,1,4,Male,54,3,3,Manufacturing Director,4,Single,7898,18706,1,Y,No,11,3,3,80,0,11,2,3,10,9,0,8,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,2,Risiko Rendah,1.2375605948737516,-0.6556569247297188
846,40,0.0,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,1,Male,62,3,2,Research Scientist,4,Divorced,3319,24447,1,Y,No,17,3,1,80,2,9,3,3,9,8,4,7,Rendah (< 5000),3-5 Tahun,40-49,21-30 km,2,Risiko Rendah,1.090684453892168,1.6137012921633274
847,42,0.0,Travel_Rarely,544,Human Resources,2,1,Technical Degree,1,3,Male,52,3,1,Human Resources,3,Divorced,2696,24017,0,Y,Yes,11,3,3,80,1,4,5,3,3,2,1,0,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,2,Risiko Rendah,-2.6940622396979004,-0.11292007052520708
848,48,,Travel_Frequently,117,Research & Development,22,3,Medical,1,4,Female,58,3,4,Manager,4,Divorced,17174,2437,3,Y,No,11,3,2,80,1,24,3,3,22,17,4,7,Sangat Tinggi (>15000),3-5 Tahun,40-49,21-30 km,2,Risiko Rendah,1.2107952109013285,-0.27084823941916
