EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,OverTime_Numeric,Income_Level,Satisfaction_Index,Career_Progress,Stability_Factor,Work_Life_Balance_Impact,Distance_Strain,Promotion_Expectation,Experience_vs_Tenure,Loyalty_Index,Compensation_Satisfaction,Turnover_Risk,Career_Stagnation,Cluster,Cluster_Label,Dim1,Dim2
634,26,0.0,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,Y,No,22,4,2,80,1,8,2,3,8,7,0,7,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,4420.0,2.5,1.0,4.0,3,0.9677419354838709,0.1111111111111111,0.0,16.0,491.1111111111111,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368243953320142,-0.24325322756519738
635,31,0.0,Travel_Rarely,1232,Research & Development,7,4,Medical,1,3,Female,39,3,3,Manufacturing Director,4,Single,7143,25713,1,Y,Yes,14,3,3,80,0,11,2,2,11,9,4,10,Sedang (5000-10000),3-5 Tahun,30-39,6-10 km,1,2381.0,3.0,0.6,5.5,0,3.333333333333333,0.25,0.0,22.0,198.41666666666666,0.8333333333333333,0.3333333333333333,0,Risiko Rendah (Cluster 0),-24.793881328405,0.7839284257636855
636,28,0.0,Non-Travel,280,Human Resources,1,2,Life Sciences,1,3,Male,43,3,1,Human Resources,4,Divorced,2706,10494,1,Y,No,15,3,2,80,1,3,2,3,3,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,2706.0,3.0,0.3333333333333333,1.5,3,0.3225806451612903,0.25,0.0,6.0,676.5,0.0,0.5,0,Risiko Rendah (Cluster 0),-26.368333942270947,-0.24081816779825102
637,52,1.0,Travel_Rarely,1030,Sales,5,3,Life Sciences,1,2,Male,64,3,3,Sales Executive,2,Single,8446,21534,9,Y,Yes,19,3,3,80,0,10,2,2,8,7,7,7,Sedang (5000-10000),> 5 Tahun,50+,0-5 km,1,2815.3333333333335,2.25,0.375,0.8,0,2.380952380952381,0.2727272727272727,0.18181818181818182,1.6,255.93939393939397,1.1904761904761905,0.7777777777777778,0,Risiko Rendah (Cluster 0),-21.96725125490571,0.5686704697761493
638,28,0.0,Travel_Rarely,1158,Research & Development,9,3,Medical,1,4,Male,94,3,1,Research Scientist,4,Married,2070,2613,1,Y,No,23,4,4,80,1,5,3,2,5,2,0,4,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,0,2070.0,3.5,1.0,2.5,2,4.285714285714286,0.16666666666666666,0.0,10.0,345.0,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368128959946525,-0.24111734694219655
639,37,0.0,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,1,3,Male,54,3,1,Research Scientist,3,Married,2996,5182,7,Y,Yes,15,3,4,80,0,8,2,3,6,4,1,3,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,1,2996.0,3.25,0.5,0.75,0,1.2903225806451613,0.1111111111111111,0.2222222222222222,2.25,332.8888888888889,0.43010752688172044,0.14285714285714285,0,Risiko Rendah (Cluster 0),-26.111179332489932,-0.18252600794586937
640,36,0.0,Travel_Rarely,884,Sales,1,4,Life Sciences,1,2,Female,73,3,2,Sales Executive,3,Single,6815,21447,6,Y,No,13,3,1,80,0,15,5,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,0,3407.5,2.25,2.0,0.14285714285714285,3,0.3225806451612903,0.125,0.875,0.42857142857142855,212.96875,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.367885917484145,-0.2563098743091682
641,24,0.0,Travel_Rarely,240,Human Resources,22,1,Human Resources,1,4,Male,58,1,1,Human Resources,3,Married,1555,11585,1,Y,No,11,3,3,80,1,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,21-30 km,0,1555.0,3.25,1.0,0.5,3,7.096774193548387,0.5,0.0,1.5,777.5,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36807029795962,-0.2342370618214267
642,41,0.0,Travel_Rarely,642,Research & Development,1,3,Life Sciences,1,4,Male,76,3,1,Research Scientist,4,Married,2782,21412,3,Y,No,22,4,1,80,1,12,3,3,5,3,1,0,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,0,2782.0,3.0,0.5,1.25,3,0.3225806451612903,0.07692307692307693,0.5384615384615384,5.0,214.0,0.0,0.16666666666666666,0,Risiko Rendah (Cluster 0),-26.36816410679103,-0.24642620156655742
643,35,0.0,Travel_Rarely,1490,Research & Development,11,4,Medical,1,4,Male,43,3,1,Laboratory Technician,3,Married,2660,20232,7,Y,Yes,11,3,3,80,1,5,3,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,11-20 km,1,2660.0,3.25,0.3333333333333333,0.25,0,3.5483870967741935,0.16666666666666666,0.5,0.75,443.3333333333333,1.1827956989247312,0.6666666666666666,0,Risiko Rendah (Cluster 0),-22.179801812886048,0.3366787915762884
644,36,0.0,Travel_Frequently,884,Research & Development,23,2,Medical,1,3,Male,41,4,2,Laboratory Technician,4,Married,2571,12290,4,Y,No,17,3,3,80,1,17,3,3,5,2,0,3,Rendah (< 5000),Baru Dipromosikan,30-39,21-30 km,0,1285.5,3.25,2.0,1.0,3,7.419354838709677,0.1111111111111111,0.6666666666666666,4.0,71.41666666666667,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.36772540860564,-0.2504913172565365
645,42,0.0,Travel_Rarely,188,Research & Development,29,3,Medical,1,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,21-30 km,0,2136.0,2.5,2.0,0.2,3,9.35483870967742,0.11764705882352941,0.8823529411764706,0.8,125.6470588235294,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.367227085164345,-0.2576189699763701
646,44,0.0,Non-Travel,111,Research & Development,17,3,Life Sciences,1,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,Y,No,13,3,4,80,0,6,3,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,11-20 km,0,2290.0,3.5,1.0,0.0,3,5.483870967741935,0.14285714285714285,0.8571428571428571,0.0,327.14285714285717,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.367872962901544,-0.24857201125968534
647,28,0.0,Travel_Rarely,1144,Sales,10,1,Medical,1,4,Male,74,3,1,Sales Representative,2,Married,1052,23384,1,Y,No,22,4,2,80,0,1,5,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,0,1052.0,2.75,1.0,0.5,3,3.225806451612903,0.5,0.0,1.0,526.0,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368148257892397,-0.24006756421038689
648,33,0.0,Travel_Rarely,1099,Research & Development,4,4,Medical,1,1,Female,82,2,1,Laboratory Technician,2,Married,3838,8192,8,Y,No,11,3,4,80,0,8,5,3,5,4,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,3838.0,2.5,1.0,0.5555555555555556,3,1.2903225806451613,0.1111111111111111,0.3333333333333333,1.1111111111111112,426.44444444444446,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.367983796862976,-0.24863678761058441
649,31,0.0,Travel_Rarely,1332,Research & Development,11,2,Medical,1,3,Male,80,3,2,Healthcare Representative,1,Married,6833,17089,1,Y,Yes,12,3,4,80,0,6,2,2,6,5,0,1,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,1,3416.5,2.5,2.0,3.0,0,5.238095238095238,0.2857142857142857,0.0,3.0,488.07142857142856,5.238095238095238,0.0,0,Risiko Rendah (Cluster 0),293.6472696593703,4.548284335343257
650,29,0.0,Travel_Rarely,1370,Research & Development,3,1,Medical,1,2,Male,87,3,1,Laboratory Technician,1,Single,4723,16213,1,Y,Yes,18,3,4,80,0,10,3,3,10,9,1,5,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,1,4723.0,2.5,0.5,5.0,0,0.9677419354838709,0.09090909090909091,0.0,5.0,429.3636363636364,0.9677419354838709,0.09090909090909091,0,Risiko Rendah (Cluster 0),-23.97960863093756,0.08837358045301875
651,19,1.0,Travel_Rarely,303,Research & Development,2,3,Life Sciences,1,2,Male,47,2,1,Laboratory Technician,4,Single,1102,9241,1,Y,No,22,4,3,80,0,1,3,2,1,0,1,0,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,1102.0,2.75,0.5,0.5,2,0.9523809523809523,0.5,0.0,2.0,551.0,0.0,0.5,0,Risiko Rendah (Cluster 0),-26.36830310855495,-0.23836353209901387
652,37,1.0,Travel_Rarely,1373,Research & Development,2,2,Other,1,4,Male,92,2,1,Laboratory Technician,3,Single,2090,2396,6,Y,Yes,15,3,2,80,0,7,3,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,1,2090.0,3.0,1.0,0.0,0,0.6451612903225806,0.125,0.875,0.0,261.25,0.21505376344086022,0.0,0,Risiko Rendah (Cluster 0),-26.321600739299708,-0.2841783777492648
653,45,0.0,Travel_Rarely,252,Research & Development,2,3,Life Sciences,1,2,Female,95,2,1,Research Scientist,3,Single,2274,6153,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,0-5 km,0,2274.0,3.0,1.0,0.5,3,0.6451612903225806,0.5,0.0,1.5,1137.0,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368462189436286,-0.23673004120256186
654,50,0.0,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,1,Male,64,3,1,Laboratory Technician,4,Married,2380,20165,4,Y,No,18,3,2,80,0,8,5,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,50+,6-10 km,0,2380.0,2.5,1.0,0.2,3,2.903225806451613,0.1111111111111111,0.7777777777777778,0.8,264.44444444444446,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.367862353316344,-0.2510198395484863
655,51,0.0,Travel_Frequently,1456,Research & Development,1,4,Medical,1,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,Y,No,20,4,3,80,0,23,1,2,13,12,12,8,Sedang (5000-10000),> 5 Tahun,50+,0-5 km,0,2494.6666666666665,1.75,0.23076923076923078,3.25,2,0.47619047619047616,0.125,0.4166666666666667,3.25,103.94444444444444,0.0,0.8571428571428571,0,Risiko Rendah (Cluster 0),-26.367804061822767,-0.22916560372004485
656,42,0.0,Travel_Rarely,603,Research & Development,7,4,Medical,1,2,Female,78,4,2,Research Scientist,2,Married,2372,5628,6,Y,Yes,16,3,4,80,0,18,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,6-10 km,1,1186.0,2.75,2.0,0.14285714285714285,0,2.258064516129032,0.10526315789473684,0.8947368421052632,0.2857142857142857,62.421052631578945,1.129032258064516,0.0,0,Risiko Rendah (Cluster 0),-22.665535946146058,-1.7530740181828903
657,32,0.0,Travel_Rarely,1093,Sales,6,4,Medical,1,2,Male,87,3,2,Sales Executive,3,Single,5010,24301,1,Y,No,16,3,1,80,0,12,0,3,11,8,5,7,Sedang (5000-10000),3-5 Tahun,30-39,6-10 km,0,2505.0,2.25,0.3333333333333333,5.5,3,1.9354838709677418,0.15384615384615385,0.07692307692307693,16.5,192.69230769230768,0.0,0.4166666666666667,0,Risiko Rendah (Cluster 0),-26.368160861025085,-0.23455964699711146
658,32,0.0,Travel_Frequently,689,Sales,9,2,Medical,1,4,Male,35,1,2,Sales Executive,4,Divorced,4668,22812,0,Y,No,17,3,4,80,3,9,2,4,8,7,0,7,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,2334.0,4.0,2.0,8.0,4,2.1951219512195124,0.2,0.1,32.0,233.4,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368655264708554,-0.23830313586191296
659,32,0.0,Travel_Rarely,827,Research & Development,1,1,Life Sciences,1,4,Male,71,3,1,Research Scientist,1,Single,2956,15178,1,Y,No,13,3,4,80,0,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,2956.0,3.0,1.0,0.5,3,0.3225806451612903,0.5,0.0,0.5,1478.0,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368589801498423,-0.23151972591494244
660,35,0.0,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,1,Female,69,3,1,Laboratory Technician,1,Divorced,2074,26619,1,Y,Yes,12,3,4,80,1,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,1,2074.0,2.25,1.0,0.5,0,0.6451612903225806,0.5,0.0,0.5,1037.0,0.6451612903225806,0.0,0,Risiko Rendah (Cluster 0),-25.594171378079004,-0.04350936607815186
661,33,0.0,Travel_Rarely,536,Sales,10,5,Marketing,1,4,Male,82,4,3,Sales Executive,3,Divorced,8380,21708,0,Y,Yes,14,3,4,80,2,10,3,3,9,8,0,8,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,1,2793.3333333333335,3.5,3.0,9.0,0,3.225806451612903,0.2727272727272727,0.09090909090909091,27.0,253.93939393939397,1.075268817204301,0.0,0,Risiko Rendah (Cluster 0),-23.19158226285549,0.37089423351600437
662,47,0.0,Travel_Rarely,955,Sales,4,2,Life Sciences,1,4,Female,83,3,2,Sales Executive,4,Single,4163,8571,1,Y,Yes,17,3,3,80,0,9,0,3,9,0,0,7,Rendah (< 5000),Baru Dipromosikan,40-49,0-5 km,1,2081.5,3.5,2.0,4.5,0,1.2903225806451613,0.2,0.0,18.0,208.15,0.3225806451612903,0.0,0,Risiko Rendah (Cluster 0),-26.248177627310664,-0.1668224584100538
663,31,0.0,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1,2,Male,69,3,1,Laboratory Technician,3,Married,3477,18103,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,3477.0,3.25,1.0,2.5,4,0.48780487804878053,0.14285714285714285,0.14285714285714285,7.5,496.7142857142857,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368312855275473,-0.24550556760438835
664,20,1.0,Travel_Rarely,1097,Research & Development,11,3,Medical,1,4,Female,98,2,1,Research Scientist,1,Single,2600,18275,1,Y,Yes,15,3,1,80,0,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,1,2600.0,2.25,1.0,0.5,0,3.5483870967741935,0.5,0.0,0.5,1300.0,3.5483870967741935,0.0,0,Risiko Rendah (Cluster 0),74.62202855756304,8.660363866320663
665,29,1.0,Travel_Rarely,408,Research & Development,25,5,Technical Degree,1,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,Y,No,16,3,2,80,0,6,2,4,2,2,1,1,Rendah (< 5000),1-2 Tahun,< 30,21-30 km,0,2546.0,2.75,0.5,0.3333333333333333,4,6.097560975609756,0.14285714285714285,0.5714285714285714,0.6666666666666666,363.7142857142857,0.0,0.3333333333333333,0,Risiko Rendah (Cluster 0),-26.36774399098408,-0.24616873548342874
666,35,0.0,Travel_Frequently,1182,Sales,11,2,Marketing,1,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,0,2484.0,3.75,2.0,2.5,3,3.5483870967741935,0.3333333333333333,0.0,10.0,414.0,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.368242602841555,-0.2431930867999161
667,29,0.0,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,1,4,Male,54,3,1,Research Scientist,4,Single,2201,18168,9,Y,No,16,3,4,80,0,6,4,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,21-30 km,0,2201.0,3.75,0.5,0.3,3,7.419354838709677,0.14285714285714285,0.42857142857142855,1.2,314.42857142857144,0.0,0.25,0,Risiko Rendah (Cluster 0),-26.36791700137746,-0.24290168741024076
668,24,1.0,Travel_Rarely,693,Sales,3,2,Life Sciences,1,1,Female,65,3,2,Sales Executive,3,Single,4577,24785,9,Y,No,14,3,1,80,0,4,3,3,2,2,2,0,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,2288.5,2.0,0.6666666666666666,0.2,3,0.9677419354838709,0.4,0.4,0.6,457.7,0.0,0.6666666666666666,0,Risiko Rendah (Cluster 0),-26.368046655992824,-0.24431421747245077
669,32,0.0,Travel_Rarely,1401,Sales,4,2,Life Sciences,1,3,Female,56,3,1,Sales Representative,2,Married,3931,20990,2,Y,No,11,3,1,80,1,6,5,3,4,3,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,3931.0,2.25,0.5,1.3333333333333333,3,1.2903225806451613,0.14285714285714285,0.2857142857142857,2.6666666666666665,561.5714285714286,0.0,0.2,0,Risiko Rendah (Cluster 0),-26.367984408641586,-0.245439509297607
670,28,0.0,Non-Travel,1476,Research & Development,1,3,Life Sciences,1,3,Female,55,1,2,Laboratory Technician,4,Married,6674,16392,0,Y,No,11,3,1,80,3,10,6,3,9,8,7,5,Sedang (5000-10000),> 5 Tahun,< 30,0-5 km,0,3337.0,2.75,0.25,9.0,3,0.3225806451612903,0.18181818181818182,0.09090909090909091,36.0,303.3636363636364,0.0,0.7,0,Risiko Rendah (Cluster 0),-26.36877122491295,-0.22357081485661764
671,27,0.0,Travel_Frequently,591,Research & Development,2,3,Medical,1,4,Male,87,3,1,Research Scientist,4,Single,2580,6297,2,Y,No,13,3,3,80,0,6,0,2,4,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,2580.0,3.25,0.5,1.3333333333333333,2,0.9523809523809523,0.14285714285714285,0.2857142857142857,5.333333333333333,368.57142857142856,0.0,0.2,0,Risiko Rendah (Cluster 0),-26.368198083682636,-0.24331656692405912
672,35,0.0,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,1,2,Female,71,4,3,Manager,2,Divorced,11996,19100,7,Y,No,18,3,2,80,1,10,6,2,7,7,6,2,Tinggi (10000-15000),> 5 Tahun,30-39,21-30 km,0,3998.6666666666665,2.0,0.42857142857142855,0.875,2,10.476190476190476,0.2727272727272727,0.2727272727272727,1.75,363.5151515151515,0.0,0.75,0,Risiko Rendah (Cluster 0),-26.36691774723615,-0.23811503068913184
673,34,0.0,Travel_Rarely,167,Research & Development,8,5,Life Sciences,1,2,Female,32,3,2,Manufacturing Director,1,Divorced,5121,4187,3,Y,No,14,3,3,80,1,7,3,3,0,0,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,0,2560.5,2.25,2.0,0.0,3,2.5806451612903225,0.25,0.875,0.0,320.0625,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.367737406630877,-0.25434946209391185
674,36,0.0,Travel_Rarely,913,Research & Development,9,2,Medical,1,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,13934,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,1,4423.5,2.5,2.0,1.0,0,2.903225806451613,0.14285714285714285,0.7142857142857143,2.0,315.9642857142857,1.4516129032258065,0.0,0,Risiko Rendah (Cluster 0),-18.73382512140141,-2.921305534127774
675,52,0.0,Travel_Rarely,699,Research & Development,1,4,Life Sciences,1,3,Male,65,2,5,Manager,3,Married,19999,5678,0,Y,No,14,3,1,80,1,34,5,3,33,18,11,9,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,0,3999.8,2.5,0.4166666666666667,33.0,3,0.3225806451612903,0.14285714285714285,0.02857142857142857,99.0,114.28,0.0,0.3235294117647059,0,Risiko Rendah (Cluster 0),-26.376969951895187,-0.007041976739857003
676,38,0.0,Travel_Rarely,1321,Sales,1,4,Life Sciences,1,4,Male,86,3,2,Sales Executive,2,Married,4440,7636,0,Y,No,15,3,1,80,2,16,3,3,15,13,5,8,Rendah (< 5000),3-5 Tahun,30-39,0-5 km,0,2220.0,2.5,0.3333333333333333,15.0,3,0.3225806451612903,0.11764705882352941,0.058823529411764705,30.0,130.58823529411765,0.0,0.3125,0,Risiko Rendah (Cluster 0),-26.368727997971586,-0.21783953757166305
677,35,0.0,Travel_Frequently,138,Research & Development,2,3,Medical,1,2,Female,37,3,2,Laboratory Technician,2,Single,4425,15986,5,Y,No,11,3,4,80,0,10,5,3,6,2,1,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,2212.5,2.75,1.0,1.0,3,0.6451612903225806,0.18181818181818182,0.36363636363636365,2.0,201.13636363636363,0.0,0.14285714285714285,0,Risiko Rendah (Cluster 0),-26.368068308045487,-0.24725554740330644
678,44,0.0,Travel_Rarely,1459,Research & Development,10,4,Other,1,4,Male,41,3,2,Healthcare Representative,4,Married,6465,19121,2,Y,Yes,13,3,4,80,0,9,5,4,4,2,1,3,Sedang (5000-10000),1-2 Tahun,40-49,6-10 km,1,3232.5,4.0,1.0,1.3333333333333333,0,2.439024390243903,0.2,0.5,5.333333333333333,323.25,0.6097560975609757,0.2,0,Risiko Rendah (Cluster 0),-25.72064022635779,-0.23645331872946015
679,46,0.0,Travel_Rarely,228,Sales,3,3,Life Sciences,1,3,Female,51,3,4,Manager,2,Married,16606,11380,8,Y,No,12,3,4,80,1,23,2,4,13,12,5,1,Sangat Tinggi (>15000),3-5 Tahun,40-49,0-5 km,0,4151.5,3.25,0.6666666666666666,1.4444444444444444,4,0.7317073170731708,0.16666666666666666,0.4166666666666667,2.888888888888889,172.97916666666666,0.0,0.35714285714285715,0,Risiko Rendah (Cluster 0),-26.368225875257927,-0.24549697581292015
680,22,1.0,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,2,Female,34,3,2,Manufacturing Director,3,Married,4171,10022,0,Y,Yes,19,3,1,80,1,4,3,4,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,1,2085.5,2.5,2.0,3.0,0,0.7317073170731708,0.4,0.2,9.0,417.1,0.24390243902439027,0.0,0,Risiko Rendah (Cluster 0),-26.306543957742445,-0.24626356866698537
681,40,0.0,Travel_Rarely,804,Research & Development,2,1,Medical,1,4,Female,86,2,1,Research Scientist,4,Single,2342,22929,0,Y,Yes,20,4,4,80,0,5,2,2,4,2,2,3,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,1,2342.0,3.5,0.3333333333333333,4.0,0,0.9523809523809523,0.16666666666666666,0.16666666666666666,16.0,390.3333333333333,0.23809523809523808,0.4,0,Risiko Rendah (Cluster 0),-26.311061769127367,-0.13795949522784107
682,33,1.0,Travel_Rarely,603,Sales,9,4,Marketing,1,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,1,4112.0,1.5,2.0,5.0,0,2.903225806451613,0.2857142857142857,0.14285714285714285,5.0,587.4285714285714,2.903225806451613,0.0,0,Risiko Rendah (Cluster 0),30.312646044883834,-4.076205786166036
683,50,0.0,Travel_Frequently,1246,Human Resources,3,3,Medical,1,1,Male,99,3,5,Manager,2,Married,18200,7999,1,Y,No,11,3,3,80,1,32,2,3,32,5,10,7,Sangat Tinggi (>15000),> 5 Tahun,50+,0-5 km,0,3640.0,2.25,0.45454545454545453,16.0,3,0.9677419354838709,0.15151515151515152,0.0,32.0,110.3030303030303,0.0,0.30303030303030304,0,Risiko Rendah (Cluster 0),-26.36969769841982,-0.17603847269605186
684,50,0.0,Travel_Frequently,1421,Research & Development,2,3,Medical,1,4,Female,30,3,4,Manager,1,Married,17856,9490,2,Y,No,22,4,3,80,1,32,3,3,2,2,2,2,Sangat Tinggi (>15000),1-2 Tahun,50+,0-5 km,0,4464.0,2.75,1.3333333333333333,0.6666666666666666,3,0.6451612903225806,0.12121212121212122,0.9090909090909091,0.6666666666666666,135.27272727272728,0.0,0.6666666666666666,0,Risiko Rendah (Cluster 0),-26.36771825072851,-0.2605741628512722
685,57,0.0,Travel_Rarely,593,Research & Development,1,4,Medical,1,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,Y,No,11,3,3,80,0,15,2,3,3,2,1,2,Sedang (5000-10000),1-2 Tahun,50+,0-5 km,0,3377.5,3.25,1.0,1.0,3,0.3225806451612903,0.125,0.75,3.0,211.09375,0.0,0.25,0,Risiko Rendah (Cluster 0),-26.36808162550847,-0.25044342094791044
686,37,0.0,Travel_Rarely,161,Research & Development,10,3,Life Sciences,1,3,Female,42,4,3,Research Director,4,Married,13744,15471,1,Y,Yes,25,4,1,80,1,16,2,3,16,11,6,8,Tinggi (10000-15000),> 5 Tahun,30-39,6-10 km,1,4581.333333333333,2.75,0.42857142857142855,8.0,0,3.225806451612903,0.17647058823529413,0.0,32.0,269.4901960784314,0.8064516129032258,0.35294117647058826,0,Risiko Rendah (Cluster 0),-24.901653313796803,0.7266978619930847
687,35,1.0,Travel_Frequently,662,Sales,18,4,Marketing,1,4,Female,67,3,2,Sales Executive,3,Married,4614,23288,0,Y,Yes,18,3,3,80,1,5,0,2,4,2,3,2,Rendah (< 5000),3-5 Tahun,30-39,11-20 km,1,2307.0,3.0,0.5,4.0,0,8.571428571428571,0.3333333333333333,0.16666666666666666,12.0,384.5,2.857142857142857,0.6,0,Risiko Rendah (Cluster 0),27.62940118817825,9.322214790963393
688,41,0.0,Travel_Rarely,582,Research & Development,28,4,Life Sciences,1,1,Female,60,2,4,Manufacturing Director,2,Married,13570,5640,0,Y,No,23,4,3,80,1,21,3,3,20,7,0,10,Tinggi (10000-15000),Baru Dipromosikan,40-49,21-30 km,0,3392.5,2.25,4.0,20.0,3,9.032258064516128,0.18181818181818182,0.045454545454545456,40.0,154.20454545454547,0.0,0.0,0,Risiko Rendah (Cluster 0),-26.3684997243587,-0.21471398182120563
689,30,0.0,Travel_Rarely,634,Research & Development,17,4,Medical,1,2,Female,95,3,3,Manager,1,Married,11916,25927,1,Y,Yes,23,4,4,80,2,9,2,3,9,1,0,8,Tinggi (10000-15000),Baru Dipromosikan,30-39,11-20 km,1,3972.0,2.5,3.0,4.5,0,5.483870967741935,0.3,0.0,4.5,397.2,5.483870967741935,0.0,0,Risiko Rendah (Cluster 0),340.7834235392666,-8.954211299700509
690,37,0.0,Travel_Frequently,1278,Sales,1,4,Medical,1,3,Male,31,1,2,Sales Executive,4,Divorced,9525,7677,1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,0,4762.5,3.0,1.0,3.0,2,0.47619047619047616,0.2857142857142857,0.0,12.0,680.3571428571429,0.0,0.14285714285714285,0,Risiko Rendah (Cluster 0),-26.36827370889802,-0.241879657192957
691,31,0.0,Travel_Rarely,525,Sales,6,4,Medical,1,1,Male,66,4,2,Sales Executive,4,Divorced,5460,6219,4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7,Sedang (5000-10000),3-5 Tahun,30-39,6-10 km,0,2730.0,3.25,0.3333333333333333,1.4,4,1.4634146341463417,0.14285714285714285,0.42857142857142855,5.6,195.0,0.0,0.625,0,Risiko Rendah (Cluster 0),-26.36826034220288,-0.24276236719111047
