EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,OverTime_Numeric,Cluster,Cluster_Label,PCA1,PCA2
870,44,,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,3,Female,44,3,1,Human Resources,4,Divorced,3195,4167,4,Y,Yes,18,3,1,80,3,8,2,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,40-49,0-5 km,1,1,Risiko Sedang,-1.0274625141802005,0.4187910955959513
871,37,,Travel_Rarely,1470,Research & Development,10,3,Medical,1,2,Female,71,3,1,Research Scientist,2,Married,3936,9953,1,Y,No,11,3,1,80,1,8,2,1,8,4,7,7,Rendah (< 5000),> 5 Tahun,30-39,6-10 km,0,0,Risiko Tinggi,-0.1757201538858476,-1.7403877971559139
872,31,1.0,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,1,3,Female,100,4,3,Manufacturing Director,2,Single,7446,8931,1,Y,No,11,3,1,80,0,10,2,3,10,8,4,7,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,0,1,Risiko Sedang,0.5120244053220531,0.4009872477694279
873,34,,Non-Travel,967,Research & Development,16,4,Technical Degree,1,4,Male,85,1,1,Research Scientist,1,Married,2307,14460,1,Y,Yes,23,4,2,80,1,5,2,3,5,2,3,0,Rendah (< 5000),3-5 Tahun,30-39,11-20 km,1,1,Risiko Sedang,-0.7125249956445914,0.046649940362802234
874,29,0.0,Travel_Rarely,1389,Research & Development,21,4,Life Sciences,1,2,Female,51,4,3,Manufacturing Director,1,Divorced,9980,10195,1,Y,No,11,3,3,80,1,10,1,3,10,9,8,8,Sedang (5000-10000),> 5 Tahun,< 30,21-30 km,0,1,Risiko Sedang,0.7835382021663954,-0.0073425430404951975
875,35,,Travel_Rarely,287,Research & Development,1,4,Life Sciences,1,3,Female,62,1,1,Research Scientist,4,Married,2977,8952,1,Y,No,12,3,4,80,1,4,5,3,4,3,1,1,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,0,1,Risiko Sedang,-0.7804824009077761,0.3808004459836516
876,26,1.0,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,1,1,Risiko Sedang,-1.010233966340127,0.4076666332389673
877,20,1.0,Travel_Rarely,500,Sales,2,3,Medical,1,3,Female,49,2,1,Sales Representative,3,Single,2044,22052,1,Y,No,13,3,4,80,0,2,3,2,2,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,0,Risiko Tinggi,-1.1695328601288266,-0.5566317430708265
878,31,0.0,Travel_Rarely,828,Sales,2,1,Life Sciences,1,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,1,1,Risiko Sedang,-0.10396315302105186,1.3399719145330213
879,33,0.0,Travel_Rarely,1075,Human Resources,3,2,Human Resources,1,4,Male,57,3,1,Human Resources,2,Divorced,2277,22650,3,Y,Yes,11,3,3,80,1,7,4,4,4,3,0,3,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,1,1,Risiko Sedang,-0.8311179678561872,1.300924002011306
880,25,0.0,Travel_Rarely,949,Research & Development,1,3,Technical Degree,1,1,Male,81,3,1,Laboratory Technician,4,Married,3229,4910,4,Y,No,11,3,2,80,1,7,2,2,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,0,Risiko Tinggi,-0.9093998887060606,-0.544037632130379
881,34,0.0,Travel_Rarely,1442,Research & Development,9,3,Medical,1,4,Female,46,2,3,Healthcare Representative,2,Single,8621,17654,1,Y,No,14,3,2,80,0,9,3,4,8,7,7,7,Sedang (5000-10000),> 5 Tahun,30-39,6-10 km,0,1,Risiko Sedang,0.38758943648326116,1.2142380259417065
882,32,,Travel_Rarely,371,Sales,19,3,Life Sciences,1,4,Male,80,1,3,Sales Executive,3,Married,9610,3840,3,Y,No,13,3,3,80,1,10,2,1,4,3,0,2,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,0,0,Risiko Tinggi,-0.11187643728586821,-1.7936095171738082
883,33,0.0,Travel_Frequently,515,Research & Development,1,2,Life Sciences,1,1,Female,98,3,3,Research Director,4,Single,13458,15146,1,Y,Yes,12,3,3,80,0,15,1,3,15,14,8,12,Tinggi (10000-15000),> 5 Tahun,30-39,0-5 km,1,2,Risiko Rendah,1.8271266718608445,0.39883277283821417
884,45,0.0,Travel_Rarely,1448,Research & Development,29,3,Technical Degree,1,2,Male,55,3,3,Manufacturing Director,4,Married,9380,14720,4,Y,Yes,18,3,4,80,2,10,4,4,3,1,1,2,Sedang (5000-10000),1-2 Tahun,40-49,21-30 km,1,1,Risiko Sedang,-0.21194397774346424,0.8038966507422012
885,40,0.0,Travel_Frequently,902,Research & Development,26,2,Medical,1,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,Y,Yes,13,3,4,80,1,16,3,1,1,1,0,0,Rendah (< 5000),Baru Dipromosikan,40-49,21-30 km,1,0,Risiko Tinggi,-1.0744822735912873,-2.0273053210866823
886,31,,Non-Travel,325,Research & Development,5,3,Medical,1,2,Male,74,3,2,Manufacturing Director,1,Single,9936,3787,0,Y,No,19,3,2,80,0,10,2,3,9,4,1,7,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,0,1,Risiko Sedang,0.6447468086000568,0.38857928782607193
887,22,0.0,Travel_Rarely,253,Research & Development,11,3,Medical,1,1,Female,43,3,1,Research Scientist,2,Married,2244,24440,1,Y,No,13,3,4,80,1,2,1,3,2,1,1,2,Rendah (< 5000),1-2 Tahun,< 30,11-20 km,0,1,Risiko Sedang,-1.1261965288099463,0.19747462980683805
888,38,1.0,Travel_Rarely,1180,Research & Development,29,1,Medical,1,2,Male,70,3,2,Healthcare Representative,1,Married,6673,11354,7,Y,Yes,19,3,2,80,0,17,2,3,1,0,0,0,Sedang (5000-10000),Baru Dipromosikan,30-39,21-30 km,1,1,Risiko Sedang,-0.7870207764251376,-0.10966449411994328
889,35,,Travel_Rarely,1395,Research & Development,9,4,Medical,1,2,Male,48,3,2,Research Scientist,3,Single,5098,18698,1,Y,No,19,3,2,80,0,10,5,3,10,7,0,8,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,0,1,Risiko Sedang,0.2585444884933835,0.1481069810085274
890,43,0.0,Travel_Rarely,782,Research & Development,6,4,Other,1,2,Male,50,2,4,Research Director,4,Divorced,16627,2671,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0,Sangat Tinggi (>15000),Baru Dipromosikan,40-49,6-10 km,1,0,Risiko Tinggi,0.2529368465350158,-0.36863482610110615
891,29,,Travel_Rarely,598,Research & Development,9,3,Life Sciences,1,3,Male,91,4,1,Research Scientist,3,Married,2451,22376,6,Y,No,18,3,1,80,2,5,2,2,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,0,0,Risiko Tinggi,-1.261615607709988,-0.6980514586607958
892,48,0.0,Travel_Rarely,530,Sales,29,1,Medical,1,1,Female,91,3,3,Manager,3,Married,12504,23978,3,Y,No,21,4,2,80,1,15,3,1,0,0,0,0,Tinggi (10000-15000),Baru Dipromosikan,40-49,21-30 km,0,0,Risiko Tinggi,-0.34360873618807997,-1.9072985511050127
893,18,0.0,Non-Travel,287,Research & Development,5,2,Life Sciences,1,2,Male,73,3,1,Research Scientist,4,Single,1051,13493,1,Y,No,15,3,4,80,0,0,2,3,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,1,Risiko Sedang,-1.527332754184231,0.3159053494672702
894,36,,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,26308,6,Y,No,20,4,1,80,1,13,3,3,5,4,0,4,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,0,1,Risiko Sedang,-0.22662692622863076,0.4434485264801227
895,35,0.0,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,1,3,Male,62,3,3,Manufacturing Director,2,Single,8095,18264,0,Y,No,13,3,4,80,0,17,5,3,16,6,0,13,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,0,2,Risiko Rendah,1.3920596884769063,0.21736193379787544
896,28,0.0,Travel_Frequently,193,Research & Development,2,3,Life Sciences,1,4,Male,52,2,1,Laboratory Technician,4,Married,3867,14222,1,Y,Yes,12,3,2,80,1,2,2,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,1,1,Risiko Sedang,-0.9556560824354491,0.4081065331246865
897,23,,Travel_Rarely,160,Research & Development,4,1,Medical,1,3,Female,51,3,1,Laboratory Technician,2,Single,3295,12862,1,Y,No,13,3,3,80,0,3,3,1,3,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,0,Risiko Tinggi,-0.9196189840383078,-1.5259966372864964
898,29,,Travel_Rarely,592,Research & Development,7,3,Life Sciences,1,4,Male,59,3,1,Laboratory Technician,1,Single,2062,19384,3,Y,No,14,3,2,80,0,11,2,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,0,1,Risiko Sedang,-1.008426946506161,0.2893366115442715
899,48,0.0,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,4,Female,40,2,4,Manager,1,Married,15402,17997,7,Y,No,11,3,1,80,1,21,3,1,3,2,0,2,Sangat Tinggi (>15000),Baru Dipromosikan,40-49,0-5 km,0,0,Risiko Tinggi,0.3772893980278226,-1.2021855204399312
900,29,,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,1,Male,56,2,1,Human Resources,1,Divorced,2335,3157,4,Y,Yes,15,3,4,80,3,4,3,3,2,2,2,0,Rendah (< 5000),1-2 Tahun,< 30,11-20 km,1,1,Risiko Sedang,-1.1147750705258739,0.16905657178605943
901,40,0.0,Travel_Rarely,989,Research & Development,4,1,Medical,1,4,Female,46,3,5,Manager,3,Married,19033,6499,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9,Sangat Tinggi (>15000),> 5 Tahun,40-49,0-5 km,0,2,Risiko Rendah,3.1007554645415696,0.3688576961075348
902,35,,Travel_Rarely,219,Research & Development,16,2,Other,1,4,Female,44,2,2,Manufacturing Director,2,Married,4788,25388,0,Y,Yes,11,3,4,80,0,4,2,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,1,1,Risiko Sedang,-0.7192905329694627,0.11131715222453531
903,26,,Travel_Rarely,390,Research & Development,17,4,Medical,1,4,Male,62,1,1,Laboratory Technician,3,Married,2305,6217,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,0,1,Risiko Sedang,-0.9660225155652794,0.9686319174199167
904,54,,Travel_Rarely,584,Research & Development,22,5,Medical,1,2,Female,91,3,4,Manager,3,Married,17426,18685,3,Y,No,25,4,3,80,1,36,6,3,10,8,4,7,Sangat Tinggi (>15000),3-5 Tahun,50+,21-30 km,0,2,Risiko Rendah,1.576205555933274,0.07901206886514878
905,25,0.0,Travel_Rarely,141,Sales,3,1,Other,1,3,Male,98,3,2,Sales Executive,1,Married,4194,14363,1,Y,Yes,18,3,4,80,0,5,3,3,5,3,0,3,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,1,1,Risiko Sedang,-0.5098401501149079,0.39198915811844337
906,29,1.0,Travel_Rarely,806,Research & Development,7,3,Technical Degree,1,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339,17285,3,Y,Yes,13,3,1,80,2,10,2,3,7,7,7,7,Rendah (< 5000),> 5 Tahun,< 30,6-10 km,1,1,Risiko Sedang,-0.3348981416281765,0.2120425745823592
907,55,0.0,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2,Tinggi (10000-15000),1-2 Tahun,50+,0-5 km,0,1,Risiko Sedang,-0.05653169532257574,0.5639827144992626
908,35,,Travel_Rarely,303,Sales,27,3,Life Sciences,1,3,Male,84,3,2,Sales Executive,4,Single,5813,13492,1,Y,Yes,18,3,4,80,0,10,2,3,10,7,7,7,Sedang (5000-10000),> 5 Tahun,30-39,21-30 km,1,0,Risiko Tinggi,0.33199944811822624,-0.28268647470167535
909,31,0.0,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,1,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8,Tinggi (10000-15000),Baru Dipromosikan,30-39,6-10 km,0,2,Risiko Rendah,1.2801244673363406,1.1692438397607454
910,40,,Travel_Rarely,444,Sales,2,2,Marketing,1,2,Female,92,3,2,Sales Executive,2,Married,5677,4258,3,Y,No,14,3,3,80,1,15,4,3,11,8,5,10,Sedang (5000-10000),3-5 Tahun,40-49,0-5 km,0,1,Risiko Sedang,0.45790501828655195,0.3259889137324075
911,38,,Travel_Rarely,1404,Sales,1,3,Life Sciences,1,1,Male,59,2,1,Sales Representative,1,Single,2858,11473,4,Y,No,14,3,1,80,0,20,3,2,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,0,Risiko Tinggi,-1.21391119655267,-0.4655902327700005
912,36,0.0,Travel_Rarely,216,Research & Development,6,2,Medical,1,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941,2819,6,Y,No,20,4,4,80,2,7,0,3,3,2,0,1,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,1,Risiko Sedang,-0.7022625211985537,0.3517278217822819
913,36,,Travel_Frequently,688,Research & Development,4,2,Life Sciences,1,4,Female,97,3,2,Manufacturing Director,2,Divorced,5131,9192,7,Y,No,13,3,2,80,3,18,3,3,4,2,0,2,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,0,1,Risiko Sedang,-0.5466605067356987,0.38603052759020207
914,38,0.0,Travel_Rarely,1009,Sales,2,2,Life Sciences,1,2,Female,31,3,2,Sales Executive,1,Divorced,6893,19461,3,Y,No,15,3,4,80,1,11,3,3,7,7,1,7,Sedang (5000-10000),1-2 Tahun,30-39,0-5 km,0,1,Risiko Sedang,0.0491901252676929,0.43442917107184464
915,56,0.0,Travel_Rarely,713,Research & Development,8,3,Life Sciences,1,3,Female,67,3,1,Research Scientist,1,Divorced,4257,13939,4,Y,Yes,18,3,3,80,1,19,3,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,50+,6-10 km,1,1,Risiko Sedang,-0.9088781323586504,0.3251260547188146
916,59,0.0,Travel_Frequently,1225,Sales,1,1,Life Sciences,1,1,Female,57,2,2,Sales Executive,3,Single,5473,24668,7,Y,No,11,3,4,80,0,20,2,2,4,3,1,3,Sedang (5000-10000),1-2 Tahun,50+,0-5 km,0,0,Risiko Tinggi,-0.5324264316355828,-0.5000054238847871
917,33,,Travel_Rarely,589,Research & Development,28,4,Life Sciences,1,2,Male,79,3,2,Laboratory Technician,3,Married,5207,22949,1,Y,Yes,12,3,2,80,1,15,3,3,15,14,5,7,Sedang (5000-10000),3-5 Tahun,30-39,21-30 km,1,2,Risiko Rendah,0.9446806477256412,-0.38529128025320986
918,27,0.0,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,1,3,Female,85,3,1,Research Scientist,2,Single,2478,20938,1,Y,Yes,12,3,2,80,0,4,2,2,4,3,1,2,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,1,0,Risiko Tinggi,-0.8511967102457724,-0.6358821090543791
919,35,0.0,Travel_Rarely,882,Sales,3,4,Life Sciences,1,4,Male,92,3,3,Sales Executive,4,Divorced,7823,6812,6,Y,No,13,3,2,80,1,12,2,3,10,9,0,8,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,0,1,Risiko Sedang,0.5485701069576737,0.3262241512492151
920,28,,Travel_Frequently,467,Sales,7,3,Life Sciences,1,3,Male,55,3,2,Sales Executive,1,Single,4898,11827,0,Y,No,14,3,4,80,0,5,5,3,4,2,1,3,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,0,1,Risiko Sedang,-0.5699584365674236,0.3275723440739017
921,29,,Travel_Rarely,224,Research & Development,1,4,Technical Degree,1,1,Male,100,2,1,Research Scientist,1,Single,2362,7568,6,Y,No,13,3,3,80,0,11,2,1,9,7,0,7,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,0,Risiko Tinggi,-0.20649797781027796,-1.5568582761226608
922,34,0.0,Travel_Rarely,546,Research & Development,10,3,Life Sciences,1,2,Male,83,3,1,Laboratory Technician,2,Divorced,2008,6896,1,Y,No,14,3,2,80,2,1,3,3,1,0,1,0,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,0,1,Risiko Sedang,-1.2865191787427175,0.23350920494462618
923,42,,Travel_Rarely,1059,Research & Development,9,2,Other,1,4,Male,93,2,5,Manager,4,Single,19613,26362,8,Y,No,22,4,4,80,0,24,2,3,1,0,0,1,Sangat Tinggi (>15000),Baru Dipromosikan,40-49,6-10 km,0,1,Risiko Sedang,0.592822968016473,0.5647741480860009
924,42,0.0,Travel_Rarely,916,Research & Development,17,2,Life Sciences,1,4,Female,82,4,2,Research Scientist,1,Single,6545,23016,3,Y,Yes,13,3,3,80,0,10,1,3,3,2,0,2,Sedang (5000-10000),Baru Dipromosikan,40-49,11-20 km,1,1,Risiko Sedang,-0.5296179092072885,0.13901870321188178
925,46,,Travel_Rarely,706,Research & Development,2,2,Life Sciences,1,4,Male,82,3,3,Manufacturing Director,4,Divorced,8578,19989,3,Y,No,14,3,3,80,1,12,4,2,9,8,4,7,Sedang (5000-10000),3-5 Tahun,40-49,0-5 km,0,0,Risiko Tinggi,0.47351670783245337,-0.565095241347866
926,34,0.0,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,1,3,Female,45,2,2,Research Scientist,2,Divorced,4505,15000,6,Y,No,15,3,3,80,1,12,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,6-10 km,0,1,Risiko Sedang,-1.0191903113673622,0.3770090956738345
927,41,0.0,Travel_Rarely,645,Sales,1,3,Marketing,1,2,Male,49,4,3,Sales Executive,1,Married,8392,19566,1,Y,No,16,3,3,80,1,10,2,3,10,7,0,7,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,0,1,Risiko Sedang,0.6150240421581342,0.4366721330549752
928,26,1.0,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,2,Female,58,3,1,Human Resources,3,Divorced,2741,22808,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0,Rendah (< 5000),1-2 Tahun,< 30,11-20 km,1,0,Risiko Tinggi,-0.42024232158726454,-0.9836282760665147
929,31,,Non-Travel,976,Research & Development,3,2,Medical,1,3,Male,48,3,1,Research Scientist,1,Divorced,3065,3995,1,Y,Yes,13,3,4,80,1,4,3,4,4,2,2,3,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,1,1,Risiko Sedang,-0.7450170052550122,1.3335384264958166
930,21,,Travel_Rarely,337,Sales,7,1,Marketing,1,2,Male,31,3,1,Sales Representative,2,Single,2679,4567,1,Y,No,13,3,2,80,0,1,3,3,1,0,1,0,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,0,1,Risiko Sedang,-1.214554058349167,0.31778015927225445
931,31,1.0,Travel_Frequently,874,Research & Development,15,3,Medical,1,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,11-20 km,0,0,Risiko Tinggi,-1.1098604404798702,-0.8543010852255617
932,19,1.0,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,1,Male,52,2,1,Human Resources,4,Single,2564,18437,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,1,Risiko Sedang,-1.20944286996083,1.3462744079616773
933,32,0.0,Travel_Rarely,638,Research & Development,8,2,Medical,1,3,Female,91,4,2,Research Scientist,3,Married,5175,22162,5,Y,No,12,3,3,80,1,9,3,2,5,3,1,3,Sedang (5000-10000),1-2 Tahun,30-39,6-10 km,0,0,Risiko Tinggi,-0.42961548589621457,-0.6888798043408844
934,50,0.0,Non-Travel,145,Sales,1,3,Life Sciences,1,4,Female,95,3,2,Sales Executive,3,Married,6347,24920,0,Y,No,12,3,1,80,1,19,3,3,18,7,0,13,Sedang (5000-10000),Baru Dipromosikan,50+,0-5 km,0,2,Risiko Rendah,1.4738448847079324,0.22731230400902006
935,36,0.0,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9,Sedang (5000-10000),Baru Dipromosikan,30-39,11-20 km,0,1,Risiko Sedang,0.6780159912677749,-0.047664072159976645
936,44,0.0,Travel_Rarely,1099,Sales,5,3,Marketing,1,2,Male,88,3,5,Manager,2,Married,18213,8751,7,Y,No,11,3,3,80,1,26,5,3,22,9,3,10,Sangat Tinggi (>15000),3-5 Tahun,40-49,0-5 km,0,2,Risiko Rendah,3.2851045780309542,0.31272545172533034
937,25,0.0,Travel_Rarely,810,Sales,8,3,Life Sciences,1,4,Male,57,4,2,Sales Executive,2,Married,4851,15678,0,Y,No,22,4,3,80,1,4,4,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,6-10 km,0,1,Risiko Sedang,-0.712021169435985,0.30249135007591244
938,33,0.0,Travel_Rarely,461,Research & Development,13,1,Life Sciences,1,2,Female,53,3,1,Research Scientist,4,Single,3452,17241,3,Y,No,18,3,1,80,0,5,4,3,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,0,1,Risiko Sedang,-0.8656243542038607,0.12198350691702323
939,27,0.0,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,1,Male,42,3,1,Research Scientist,1,Married,2235,14377,1,Y,Yes,14,3,4,80,2,9,3,2,9,7,6,8,Rendah (< 5000),> 5 Tahun,< 30,11-20 km,1,0,Risiko Tinggi,-0.2002226259182269,-0.9213825282722168
940,29,0.0,Travel_Rarely,718,Research & Development,8,1,Medical,1,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Y,Yes,15,3,3,80,1,10,2,2,10,7,1,2,Sedang (5000-10000),1-2 Tahun,< 30,6-10 km,1,0,Risiko Tinggi,0.23157554684301462,-0.7928788312583046
941,50,0.0,Travel_Rarely,328,Research & Development,1,3,Medical,1,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,2,Y,No,15,3,4,80,1,5,2,2,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,50+,0-5 km,0,0,Risiko Tinggi,-0.8582727645530777,-0.517777895506242
942,25,0.0,Travel_Rarely,266,Research & Development,1,3,Medical,1,4,Female,40,3,1,Research Scientist,2,Single,2096,18830,1,Y,No,18,3,4,80,0,2,3,2,2,2,2,1,Rendah (< 5000),1-2 Tahun,< 30,0-5 km,0,0,Risiko Tinggi,-1.1620833618738842,-0.5145764870724332
943,35,0.0,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,Y,No,17,3,2,80,0,6,2,1,5,4,1,4,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,0,0,Risiko Tinggi,-0.5414617832844371,-1.6520493369891127
944,40,,Travel_Rarely,118,Sales,14,2,Life Sciences,1,4,Female,84,3,2,Sales Executive,1,Married,4639,11262,1,Y,No,15,3,3,80,1,5,2,3,5,4,1,2,Rendah (< 5000),1-2 Tahun,40-49,11-20 km,0,1,Risiko Sedang,-0.46297629908652793,0.1394558621699591
945,33,1.0,Travel_Rarely,350,Sales,5,3,Marketing,1,4,Female,34,3,1,Sales Representative,3,Single,2851,9150,1,Y,Yes,13,3,2,80,0,1,2,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,1,1,Risiko Sedang,-1.197846710786528,0.35130917419602464
946,31,,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1,Female,67,3,2,Sales Executive,4,Married,5476,22589,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2,Sedang (5000-10000),Baru Dipromosikan,30-39,0-5 km,0,1,Risiko Sedang,0.29741710588363823,0.23312672999892187
947,57,0.0,Travel_Rarely,210,Sales,29,3,Marketing,1,1,Male,56,2,4,Manager,4,Divorced,14118,22102,3,Y,No,12,3,3,80,1,32,3,2,1,0,0,0,Tinggi (10000-15000),Baru Dipromosikan,50+,21-30 km,0,0,Risiko Tinggi,-0.01693726529830447,-0.9634989293365588
948,39,1.0,Travel_Rarely,895,Sales,5,3,Technical Degree,1,4,Male,56,3,2,Sales Representative,4,Married,2086,3335,3,Y,No,14,3,3,80,1,19,6,4,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,1,Risiko Sedang,-1.2607659389155392,1.265754079802404
949,24,,Travel_Frequently,381,Research & Development,9,3,Medical,1,2,Male,89,3,1,Laboratory Technician,1,Single,3172,16998,2,Y,Yes,11,3,3,80,0,4,2,2,0,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,1,0,Risiko Tinggi,-1.3160070427036583,-0.6325609824311909
950,33,,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1,4,Male,90,4,1,Research Scientist,1,Married,3143,6076,6,Y,No,19,3,2,80,1,14,1,3,10,8,7,6,Rendah (< 5000),> 5 Tahun,30-39,6-10 km,0,1,Risiko Sedang,0.05315954120669708,0.1684605985870153
951,20,1.0,Travel_Frequently,769,Sales,9,3,Marketing,1,4,Female,54,3,1,Sales Representative,4,Single,2323,17205,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,6-10 km,1,1,Risiko Sedang,-1.121257367941774,0.2118953611114176
952,58,0.0,Non-Travel,390,Research & Development,1,4,Life Sciences,1,4,Male,32,1,2,Healthcare Representative,3,Divorced,5660,17056,2,Y,Yes,13,3,4,80,1,12,2,3,5,3,1,2,Sedang (5000-10000),1-2 Tahun,50+,0-5 km,1,1,Risiko Sedang,-0.3565562983365145,0.43336387126503545
953,28,,Travel_Rarely,1172,Sales,3,3,Medical,1,2,Female,78,3,1,Sales Representative,2,Married,2856,3692,1,Y,No,19,3,4,80,1,1,3,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,1,Risiko Sedang,-1.1953576227774987,0.4161948027963661
954,38,,Travel_Rarely,201,Research & Development,10,3,Medical,1,2,Female,99,1,3,Research Director,3,Married,13206,3376,3,Y,No,12,3,1,80,1,20,3,3,18,16,1,11,Tinggi (10000-15000),1-2 Tahun,30-39,6-10 km,0,2,Risiko Rendah,2.2068421679075874,0.1469116449932118
